Transaction_ID,Customer_ID,Date,Time,Month,Quarter,Year,Week_Number,Day,Day_of_Week,Weekend,Category,Sub_Category,Description,Merchant,Merchant_Category,Transaction_Type,Amount,Currency,Payment_Mode,Account_Type,City,State,Country,Latitude,Longitude,Budget_Category,Income_Source,Expense_Tag,Recurring,Salary_Week,Holiday,Notes
TXN-106383,CUST-1005,2023-07-03,22:53:44,7,3,2023,27,3,Monday,No,Mobile Recharge,Jio Prepaid Recharge,Purchase at Airtel Mobile Recharge - Jio Prepaid Recharge,Airtel Mobile Recharge,Mobile Recharge,Expense,604.36,INR,Debit Card,Savings Account,Ahmedabad,GJ,India,23.03174,72.532315,Utilities,None,Discretionary,No,No,No,Routine purchase
TXN-106384,CUST-1004,2024-07-24,11:47:35,7,3,2024,30,24,Wednesday,No,Vegetables,Online Vegetable Order,Purchase at Local Mandi Vendor - Online Vegetable Order,Local Mandi Vendor,Vegetables,Expense,224.56,INR,UPI,Current Account,Delhi,DL,India,28.70292,77.161037,Groceries,None,Essential,No,No,No,Routine purchase
TXN-106385,CUST-1004,2024-12-10,08:00:00,12,4,2024,50,10,Tuesday,No,EMI,Home Loan EMI,Loan EMI Installment - CUST-1004,ICICI Car Loan EMI,Financial Services,Expense,120000.0,INR,Net Banking,Savings Account,Delhi,DL,India,28.686369,77.067108,Debt Service,None,Fixed,Yes,No,No,Monthly Loan Installment Auto-debit
TXN-106386,CUST-1004,2023-11-28,11:26:01,11,4,2023,48,28,Tuesday,No,Dining,Restaurant Dinner Bill,Purchase at Swiggy Delivery - Restaurant Dinner Bill,Swiggy Delivery,Dining,Expense,6042.89,INR,Debit Card,Savings Account,Delhi,DL,India,28.661473,77.035151,Miscellaneous,None,Discretionary,No,Yes,No,Routine purchase
TXN-106387,CUST-1005,2023-11-26,12:01:53,11,4,2023,47,26,Sunday,Yes,Medical,MedPlus Medicine,Purchase at Apollo Pharmacy Medicines - MedPlus Medicine,Apollo Pharmacy Medicines,Medical,Expense,545.49,INR,UPI,Current Account,Ahmedabad,GJ,India,23.031357,72.551017,Miscellaneous,None,Essential,No,Yes,No,Leisure POS swipe
TXN-106388,CUST-1004,2025-04-01,21:53:58,4,2,2025,14,1,Tuesday,No,Dining,Zomato Order,Purchase at Zomato Order - Zomato Order,Zomato Order,Dining,Expense,4792.78,INR,UPI,Savings Account,Delhi,DL,India,28.711117,77.116383,Miscellaneous,None,Discretionary,No,Yes,Yes,Ugadi festival spend
TXN-106389,CUST-1004,2025-04-25,07:29:20,4,2,2025,17,25,Friday,No,Groceries,Zepto,Purchase at Zepto Grocery - Zepto,Zepto Grocery,Groceries,Expense,5609.45,INR,Credit Card,Credit Card,Delhi,DL,India,28.729829,77.118095,Groceries,None,Essential,No,No,No,Routine purchase
TXN-106390,CUST-1001,2023-02-02,13:37:51,2,1,2023,5,2,Thursday,No,Shopping,Myntra Clothing,Purchase at Reliance Digital Electronics - Myntra Clothing,Reliance Digital Electronics,Shopping,Expense,1002.83,INR,Credit Card,Credit Card,Pune,MH,India,18.537286,73.830306,Shopping,None,Discretionary,No,Yes,No,Routine purchase
TXN-106391,CUST-1005,2023-10-02,09:50:48,10,4,2023,40,2,Monday,No,Food,Zomato Order,Purchase at Swiggy Order - Zomato Order,Swiggy Order,Food,Expense,346.76,INR,UPI,Current Account,Ahmedabad,GJ,India,23.041758,72.563292,Food & Dining,None,Discretionary,No,Yes,Yes,Routine purchase
TXN-106392,CUST-1002,2025-12-07,18:53:53,12,4,2025,49,7,Sunday,Yes,Travel,IRCTC Train Booking,Purchase at IRCTC Ticket Booking - IRCTC Train Booking,IRCTC Ticket Booking,Travel,Expense,2269.38,INR,Net Banking,Current Account,Bangalore,KA,India,12.968084,77.60189,Travel,None,Discretionary,No,No,No,Leisure POS swipe
TXN-106393,CUST-1001,2023-06-10,17:13:43,6,2,2023,23,10,Saturday,Yes,Dining,Zomato Order,Purchase at Restaurant Dinner Bill - Zomato Order,Restaurant Dinner Bill,Dining,Expense,103.33,INR,Debit Card,Savings Account,Pune,MH,India,18.497124,73.859069,Miscellaneous,None,Discretionary,No,No,No,Leisure POS swipe
TXN-106394,CUST-1002,2025-10-25,20:02:08,10,4,2025,43,25,Saturday,Yes,Freelancing,Data Analysis Consulting,Freelance project work - Data Analysis Consulting,Direct Consulting Project,Freelancing,Income,34406.46,INR,UPI,Savings Account,Bangalore,KA,India,12.983566,77.607326,Income,Freelance,None,No,No,Yes,Freelance invoice payment
TXN-106395,CUST-1003,2024-03-09,16:30:49,3,1,2024,10,9,Saturday,Yes,Milk,Milk Packets,Purchase at Country Delight Delivery - Milk Packets,Country Delight Delivery,Milk,Expense,905.2,INR,UPI,Savings Account,Mumbai,MH,India,19.144278,72.875375,Groceries,None,Essential,No,No,No,Leisure POS swipe
TXN-106396,CUST-1003,2025-09-05,08:37:31,9,3,2025,36,5,Friday,No,Broadband,JioFiber Broadband,Purchase at ACT Fibernet Subscription - JioFiber Broadband,ACT Fibernet Subscription,Broadband,Expense,3111.86,INR,Credit Card,Credit Card,Mumbai,MH,India,19.089878,72.894181,Utilities,None,Discretionary,No,No,Yes,Ganesh Chaturthi festival spend
TXN-106397,CUST-1001,2024-03-24,19:52:09,3,1,2024,12,24,Sunday,Yes,Travel,Uber Ride India,Purchase at Uber India Cab - Uber Ride India,Uber India Cab,Travel,Expense,727.18,INR,Net Banking,Current Account,Pune,MH,India,18.498145,73.845247,Travel,None,Discretionary,No,No,No,Leisure POS swipe
TXN-106398,CUST-1002,2024-03-24,09:01:22,3,1,2024,12,24,Sunday,Yes,Food,Restaurant Dining,Purchase at Zomato Order - Restaurant Dining,Zomato Order,Food,Expense,1156.59,INR,Debit Card,Current Account,Bangalore,KA,India,12.995137,77.6121,Food & Dining,None,Discretionary,No,No,No,Leisure POS swipe
TXN-106399,CUST-1002,2024-10-19,10:02:21,10,4,2024,42,19,Saturday,Yes,Milk,Daily Milk Delivery,Purchase at Country Delight Delivery - Daily Milk Delivery,Country Delight Delivery,Milk,Expense,194.67,INR,UPI,Savings Account,Bangalore,KA,India,12.935901,77.632096,Groceries,None,Essential,No,No,No,Leisure POS swipe
TXN-106400,CUST-1003,2025-01-04,18:25:09,1,1,2025,1,4,Saturday,Yes,Dining,Swiggy Delivery,Purchase at Restaurant Dinner Bill - Swiggy Delivery,Restaurant Dinner Bill,Dining,Expense,978.43,INR,Cash,Savings Account,Mumbai,MH,India,19.105534,72.807251,Miscellaneous,None,Discretionary,No,No,No,Leisure POS swipe
TXN-106401,CUST-1003,2023-05-07,19:58:34,5,2,2023,18,7,Sunday,Yes,Gold,Gold Jewelry Purchase,Purchase at Digital Gold Accumulation - Gold Jewelry Purchase,Digital Gold Accumulation,Gold,Expense,11673.65,INR,UPI,Savings Account,Mumbai,MH,India,19.065202,72.924574,Investments & Savings,None,Savings,No,No,No,Leisure POS swipe
TXN-106402,CUST-1005,2023-12-22,13:29:31,12,4,2023,51,22,Friday,No,Groceries,Reliance Fresh Groceries,Purchase at Reliance Fresh - Reliance Fresh Groceries,Reliance Fresh,Groceries,Expense,389.21,INR,Credit Card,Credit Card,Ahmedabad,GJ,India,23.034651,72.546033,Groceries,None,Essential,No,No,No,Routine purchase
TXN-106403,CUST-1001,2023-07-06,13:11:16,7,3,2023,27,6,Thursday,No,Fuel,HP Petrol Pump,Purchase at Bharat Petroleum Outlet - HP Petrol Pump,Bharat Petroleum Outlet,Fuel,Expense,185.74,INR,UPI,Current Account,Pune,MH,India,18.471866,73.868123,Transportation,None,Essential,No,No,No,Routine purchase
TXN-106404,CUST-1004,2024-03-16,13:44:59,3,1,2024,11,16,Saturday,Yes,Dining,Restaurant Dinner Bill,Purchase at Swiggy Delivery - Restaurant Dinner Bill,Swiggy Delivery,Dining,Expense,5453.43,INR,Cash,Current Account,Delhi,DL,India,28.701306,77.070601,Miscellaneous,None,Discretionary,No,No,No,Leisure POS swipe
TXN-106405,CUST-1001,2024-12-24,20:36:47,12,4,2024,52,24,Tuesday,No,Investments,Gold Bond Investment,Purchase at SBI Gold Bond Scheme - Gold Bond Investment,SBI Gold Bond Scheme,Investments,Expense,1032.89,INR,UPI,Current Account,Pune,MH,India,18.511544,73.875136,Investments & Savings,None,Savings,No,No,Yes,Christmas & New Year festival spend
TXN-106406,CUST-1002,2025-07-24,20:03:05,7,3,2025,30,24,Thursday,No,Fuel,HP Petrol Pump,Purchase at Indian Oil Petrol Pump - HP Petrol Pump,Indian Oil Petrol Pump,Fuel,Expense,2027.74,INR,Debit Card,Current Account,Bangalore,KA,India,12.984368,77.563787,Transportation,None,Essential,No,No,No,Routine purchase
TXN-106407,CUST-1002,2024-10-19,10:10:15,10,4,2024,42,19,Saturday,Yes,Medical,Apollo Pharmacy Purchase,Purchase at Apollo Pharmacy Medicines - Apollo Pharmacy Purchase,Apollo Pharmacy Medicines,Medical,Expense,2462.12,INR,UPI,Current Account,Bangalore,KA,India,13.011184,77.572231,Miscellaneous,None,Essential,No,No,No,Leisure POS swipe
TXN-106408,CUST-1001,2023-04-04,19:42:30,4,2,2023,14,4,Tuesday,No,Mobile Recharge,Vi Prepaid Recharge,Purchase at Airtel Mobile Recharge - Vi Prepaid Recharge,Airtel Mobile Recharge,Mobile Recharge,Expense,217.07,INR,UPI,Current Account,Pune,MH,India,18.553905,73.862292,Utilities,None,Discretionary,No,No,Yes,Ugadi festival spend
TXN-106409,CUST-1004,2024-04-19,15:40:12,4,2,2024,16,19,Friday,No,Milk,Daily Milk Delivery,Purchase at Country Delight Delivery - Daily Milk Delivery,Country Delight Delivery,Milk,Expense,1040.41,INR,UPI,Savings Account,Delhi,DL,India,28.670774,77.145139,Groceries,None,Essential,No,No,No,Routine purchase
TXN-106410,CUST-1002,2023-09-22,09:10:58,9,3,2023,38,22,Friday,No,Food,Coffee Shops,Purchase at Zomato Order - Coffee Shops,Zomato Order,Food,Expense,174.26,INR,Cash,Savings Account,Bangalore,KA,India,12.935694,77.569101,Food & Dining,None,Discretionary,No,No,No,Routine purchase
TXN-106411,CUST-1001,2023-11-27,13:24:03,11,4,2023,48,27,Monday,No,Entertainment,Amazon Prime India Subscription,Purchase at Disney+ Hotstar Subscription - Amazon Prime India Subscription,Disney+ Hotstar Subscription,Entertainment,Expense,247.03,INR,UPI,Current Account,Pune,MH,India,18.56515,73.878445,Entertainment,None,Discretionary,No,Yes,No,Routine purchase
TXN-106412,CUST-1002,2024-12-14,17:51:28,12,4,2024,50,14,Saturday,Yes,Dining,Zomato Order,Purchase at Restaurant Dinner Bill - Zomato Order,Restaurant Dinner Bill,Dining,Expense,1260.58,INR,Debit Card,Savings Account,Bangalore,KA,India,13.026661,77.602643,Miscellaneous,None,Discretionary,No,No,No,Leisure POS swipe
TXN-106413,CUST-1002,2025-06-25,09:19:24,6,2,2025,26,25,Wednesday,No,Investments,Zerodha Stock Investment,Purchase at Zerodha Equity Purchase - Zerodha Stock Investment,Zerodha Equity Purchase,Investments,Expense,10638.21,INR,Net Banking,Current Account,Bangalore,KA,India,12.952556,77.617108,Investments & Savings,None,Savings,No,No,No,Routine purchase
TXN-106414,CUST-1004,2025-09-21,21:11:42,9,3,2025,38,21,Sunday,Yes,Medical,Doctor Consultation,Purchase at Local Clinic Consultation - Doctor Consultation,Local Clinic Consultation,Medical,Expense,9632.15,INR,Credit Card,Credit Card,Delhi,DL,India,28.661778,77.080742,Miscellaneous,None,Essential,No,No,No,Leisure POS swipe
TXN-106415,CUST-1005,2025-05-13,16:15:48,5,2,2025,20,13,Tuesday,No,Groceries,Reliance Fresh Groceries,Purchase at Blinkit Delivery - Reliance Fresh Groceries,Blinkit Delivery,Groceries,Expense,830.01,INR,UPI,Savings Account,Ahmedabad,GJ,India,23.059734,72.507542,Groceries,None,Essential,No,No,No,Routine purchase
TXN-106416,CUST-1005,2024-11-09,19:41:49,11,4,2024,45,9,Saturday,Yes,Travel,Indigo Flight Booking,Purchase at IRCTC Ticket Booking - Indigo Flight Booking,IRCTC Ticket Booking,Travel,Expense,5925.28,INR,UPI,Savings Account,Ahmedabad,GJ,India,23.002687,72.548016,Travel,None,Discretionary,No,No,Yes,Diwali festival spend
TXN-106417,CUST-1001,2025-03-11,14:27:17,3,1,2025,11,11,Tuesday,No,Food,Zomato Order,Purchase at McDonalds India - Zomato Order,McDonalds India,Food,Expense,101.68,INR,Debit Card,Current Account,Pune,MH,India,18.529298,73.869497,Food & Dining,None,Discretionary,No,No,No,Routine purchase
TXN-106418,CUST-1004,2023-12-24,07:31:37,12,4,2023,51,24,Sunday,Yes,Dining,Zomato Order,Purchase at Zomato Order - Zomato Order,Zomato Order,Dining,Expense,6395.83,INR,UPI,Current Account,Delhi,DL,India,28.6162,77.153249,Miscellaneous,None,Discretionary,No,No,Yes,Christmas & New Year festival spend
TXN-106419,CUST-1004,2023-05-05,20:19:06,5,2,2023,18,5,Friday,No,Milk,Daily Milk Delivery,Purchase at Mother Dairy Cabin - Daily Milk Delivery,Mother Dairy Cabin,Milk,Expense,1652.19,INR,UPI,Current Account,Delhi,DL,India,28.661292,77.171262,Groceries,None,Essential,No,No,No,Routine purchase
TXN-106420,CUST-1001,2024-07-28,19:39:48,7,3,2024,30,28,Sunday,Yes,Shopping,Myntra Clothing,Purchase at Flipkart Online Sale - Myntra Clothing,Flipkart Online Sale,Shopping,Expense,729.11,INR,Debit Card,Current Account,Pune,MH,India,18.526635,73.844742,Shopping,None,Discretionary,No,Yes,No,Leisure POS swipe
TXN-106421,CUST-1002,2024-06-13,14:16:28,6,2,2024,24,13,Thursday,No,UPI Payments,PhonePe UPI Transfer,Purchase at PhonePe Money Transfer - PhonePe UPI Transfer,PhonePe Money Transfer,UPI Payments,Expense,1286.87,INR,UPI,Current Account,Bangalore,KA,India,12.997583,77.580891,Miscellaneous,None,Discretionary,No,No,No,Routine purchase
TXN-106422,CUST-1003,2023-11-21,14:43:53,11,4,2023,47,21,Tuesday,No,Broadband,JioFiber Broadband,Purchase at ACT Fibernet Subscription - JioFiber Broadband,ACT Fibernet Subscription,Broadband,Expense,2358.09,INR,Cash,Current Account,Mumbai,MH,India,19.099822,72.870037,Utilities,None,Discretionary,No,No,No,Routine purchase
TXN-106423,CUST-1003,2024-01-23,20:27:57,1,1,2024,4,23,Tuesday,No,UPI Payments,Paytm UPI Transfer,Purchase at PhonePe Money Transfer - Paytm UPI Transfer,PhonePe Money Transfer,UPI Payments,Expense,2981.29,INR,Credit Card,Credit Card,Mumbai,MH,India,19.05467,72.871464,Miscellaneous,None,Discretionary,No,No,No,Routine purchase
TXN-106424,CUST-1003,2024-11-08,11:02:32,11,4,2024,45,8,Friday,No,Shopping,Flipkart Shopping,Purchase at Amazon India Shopping - Flipkart Shopping,Amazon India Shopping,Shopping,Expense,15241.05,INR,Debit Card,Current Account,Mumbai,MH,India,19.136422,72.838999,Shopping,None,Discretionary,No,No,Yes,Diwali festival spend
TXN-106425,CUST-1004,2025-11-05,11:30:00,11,4,2025,45,5,Wednesday,No,Broadband,Airtel Fiber Broadband,Broadband Subscription Payment - CUST-1004,ACT Fibernet Subscription,Utilities,Expense,6117.33,INR,UPI,Savings Account,Delhi,DL,India,28.703039,77.067225,Utilities,None,Essential,Yes,No,Yes,Monthly internet bill
TXN-106426,CUST-1005,2023-10-21,16:57:07,10,4,2023,42,21,Saturday,Yes,UPI Payments,PhonePe UPI Transfer,Purchase at PhonePe Money Transfer - PhonePe UPI Transfer,PhonePe Money Transfer,UPI Payments,Expense,504.29,INR,Cash,Savings Account,Ahmedabad,GJ,India,23.006941,72.622951,Miscellaneous,None,Discretionary,No,No,No,Leisure POS swipe
TXN-106427,CUST-1004,2024-02-06,18:07:19,2,1,2024,6,6,Tuesday,No,Medical,Apollo Pharmacy Purchase,Purchase at Local Clinic Consultation - Apollo Pharmacy Purchase,Local Clinic Consultation,Medical,Expense,5799.32,INR,UPI,Savings Account,Delhi,DL,India,28.686708,77.135124,Miscellaneous,None,Essential,No,No,No,Routine purchase
TXN-106428,CUST-1002,2025-12-02,13:44:22,12,4,2025,49,2,Tuesday,No,Medical,MedPlus Medicine,Purchase at MedPlus Pharmacy - MedPlus Medicine,MedPlus Pharmacy,Medical,Expense,609.71,INR,Credit Card,Credit Card,Bangalore,KA,India,12.97137,77.597444,Miscellaneous,None,Essential,No,Yes,No,Routine purchase
TXN-106429,CUST-1005,2025-12-07,10:23:57,12,4,2025,49,7,Sunday,Yes,Groceries,DMart Groceries,Purchase at Zepto Grocery - DMart Groceries,Zepto Grocery,Groceries,Expense,687.34,INR,Debit Card,Savings Account,Ahmedabad,GJ,India,23.063618,72.520285,Groceries,None,Essential,No,No,No,Leisure POS swipe
TXN-106430,CUST-1003,2023-03-17,09:41:42,3,1,2023,11,17,Friday,No,Entertainment,Amazon Prime India Subscription,Purchase at BookMyShow Cinema Tickets - Amazon Prime India Subscription,BookMyShow Cinema Tickets,Entertainment,Expense,4546.18,INR,UPI,Savings Account,Mumbai,MH,India,19.087217,72.922901,Entertainment,None,Discretionary,No,No,No,Routine purchase
TXN-106431,CUST-1004,2023-07-29,13:44:58,7,3,2023,30,29,Saturday,Yes,Fuel,HP Petrol Pump,Purchase at Bharat Petroleum Outlet - HP Petrol Pump,Bharat Petroleum Outlet,Fuel,Expense,11072.25,INR,Debit Card,Current Account,Delhi,DL,India,28.75971,77.173994,Transportation,None,Essential,No,Yes,No,Leisure POS swipe
TXN-106432,CUST-1002,2025-07-25,17:52:27,7,3,2025,30,25,Friday,No,UPI Payments,PhonePe UPI Transfer,Purchase at Paytm UPI Pay - PhonePe UPI Transfer,Paytm UPI Pay,UPI Payments,Expense,1339.65,INR,UPI,Savings Account,Bangalore,KA,India,12.940361,77.559592,Miscellaneous,None,Discretionary,No,No,No,Routine purchase
TXN-106433,CUST-1002,2024-06-01,00:05:00,6,2,2024,22,1,Saturday,Yes,Rent,Apartment Rent,Rent Payment for Apartment - CUST-1002,Local Landlord Deposit,Real Estate,Expense,25000.0,INR,Net Banking,Savings Account,Bangalore,KA,India,12.962761,77.595675,Housing,None,Fixed,Yes,Yes,No,Auto-debit monthly house rent
TXN-106434,CUST-1005,2024-08-01,07:39:50,8,3,2024,31,1,Thursday,No,Travel,IRCTC Train Booking,Purchase at IRCTC Ticket Booking - IRCTC Train Booking,IRCTC Ticket Booking,Travel,Expense,2659.74,INR,Net Banking,Current Account,Ahmedabad,GJ,India,23.035,72.559833,Travel,None,Discretionary,No,Yes,No,Routine purchase
TXN-106435,CUST-1004,2025-04-12,07:51:58,4,2,2025,15,12,Saturday,Yes,Travel,IRCTC Train Booking,Purchase at Ola Cabs Ride - IRCTC Train Booking,Ola Cabs Ride,Travel,Expense,28525.47,INR,Credit Card,Credit Card,Delhi,DL,India,28.672627,77.09356,Travel,None,Discretionary,No,No,No,Leisure POS swipe
TXN-106436,CUST-1002,2024-06-16,15:45:17,6,2,2024,24,16,Sunday,Yes,Travel,Ola Ride,Purchase at RedBus Ticket - Ola Ride,RedBus Ticket,Travel,Expense,1612.1,INR,Net Banking,Current Account,Bangalore,KA,India,12.965477,77.611293,Travel,None,Discretionary,No,No,No,Leisure POS swipe
TXN-106437,CUST-1004,2023-06-30,07:15:13,6,2,2023,26,30,Friday,No,Fuel,HP Petrol Pump,Purchase at HP Petrol Station - HP Petrol Pump,HP Petrol Station,Fuel,Expense,7580.68,INR,UPI,Current Account,Delhi,DL,India,28.686745,77.171386,Transportation,None,Essential,No,Yes,No,Routine purchase
TXN-106438,CUST-1005,2023-04-11,20:17:03,4,2,2023,15,11,Tuesday,No,Food,Zomato Order,Purchase at Local Restaurant Dining - Zomato Order,Local Restaurant Dining,Food,Expense,151.26,INR,Cash,Current Account,Ahmedabad,GJ,India,23.011607,72.511176,Food & Dining,None,Discretionary,No,No,No,Routine purchase
TXN-106439,CUST-1004,2023-10-13,09:14:56,10,4,2023,41,13,Friday,No,Medical,Doctor Consultation,Purchase at Apollo Pharmacy Medicines - Doctor Consultation,Apollo Pharmacy Medicines,Medical,Expense,12804.62,INR,Credit Card,Credit Card,Delhi,DL,India,28.682943,77.133604,Miscellaneous,None,Essential,No,No,No,Routine purchase
TXN-106440,CUST-1002,2025-03-31,16:45:27,3,1,2025,14,31,Monday,No,Investments,Zerodha Stock Investment,Purchase at Zerodha Equity Purchase - Zerodha Stock Investment,Zerodha Equity Purchase,Investments,Expense,12539.15,INR,UPI,Savings Account,Bangalore,KA,India,12.960169,77.549948,Investments & Savings,None,Savings,No,Yes,Yes,Ugadi festival spend
TXN-106441,CUST-1005,2023-07-04,07:53:26,7,3,2023,27,4,Tuesday,No,Travel,IRCTC Train Booking,Purchase at IndiGo Flight Booking - IRCTC Train Booking,IndiGo Flight Booking,Travel,Expense,4365.49,INR,Credit Card,Credit Card,Ahmedabad,GJ,India,23.013955,72.568214,Travel,None,Discretionary,No,No,No,Routine purchase
TXN-106442,CUST-1005,2024-01-10,08:00:00,1,1,2024,2,10,Wednesday,No,EMI,Car Loan EMI,Loan EMI Installment - CUST-1005,HDFC Housing Loan EMI,Financial Services,Expense,5000.0,INR,Net Banking,Savings Account,Ahmedabad,GJ,India,23.034748,72.520322,Debt Service,None,Fixed,Yes,No,No,Monthly Loan Installment Auto-debit
TXN-106443,CUST-1002,2025-06-05,11:30:00,6,2,2025,23,5,Thursday,No,Broadband,Airtel Fiber Broadband,Broadband Subscription Payment - CUST-1002,Airtel Xtream Fiber,Utilities,Expense,843.0,INR,UPI,Savings Account,Bangalore,KA,India,12.992156,77.601783,Utilities,None,Essential,Yes,No,No,Monthly internet bill
TXN-106444,CUST-1001,2024-11-14,20:07:42,11,4,2024,46,14,Thursday,No,Shopping,Myntra Clothing,Purchase at Reliance Digital Electronics - Myntra Clothing,Reliance Digital Electronics,Shopping,Expense,675.08,INR,Credit Card,Credit Card,Pune,MH,India,18.472394,73.877896,Shopping,None,Discretionary,No,No,Yes,Diwali festival spend
TXN-106445,CUST-1001,2024-07-26,15:56:04,7,3,2024,30,26,Friday,No,Food,Zomato Order,Purchase at Zomato Order - Zomato Order,Zomato Order,Food,Expense,123.07,INR,Credit Card,Credit Card,Pune,MH,India,18.517459,73.854268,Food & Dining,None,Discretionary,No,Yes,No,Routine purchase
TXN-106446,CUST-1004,2024-11-30,20:59:56,11,4,2024,48,30,Saturday,Yes,Fuel,HP Petrol Pump,Purchase at Bharat Petroleum Outlet - HP Petrol Pump,Bharat Petroleum Outlet,Fuel,Expense,3853.81,INR,Debit Card,Current Account,Delhi,DL,India,28.723034,77.093828,Transportation,None,Essential,No,Yes,No,Leisure POS swipe
TXN-106447,CUST-1004,2024-07-07,07:41:17,7,3,2024,27,7,Sunday,Yes,Medical,Apollo Pharmacy Purchase,Purchase at Apollo Pharmacy Medicines - Apollo Pharmacy Purchase,Apollo Pharmacy Medicines,Medical,Expense,4223.37,INR,UPI,Current Account,Delhi,DL,India,28.715293,77.113112,Miscellaneous,None,Essential,No,No,No,Leisure POS swipe
TXN-106448,CUST-1004,2023-06-11,18:45:20,6,2,2023,23,11,Sunday,Yes,Shopping,Amazon India Shopping,Purchase at Reliance Digital Electronics - Amazon India Shopping,Reliance Digital Electronics,Shopping,Expense,29144.08,INR,Credit Card,Credit Card,Delhi,DL,India,28.698939,77.068434,Shopping,None,Discretionary,No,No,No,Leisure POS swipe
TXN-106449,CUST-1004,2023-08-26,15:12:25,8,3,2023,34,26,Saturday,Yes,Shopping,Myntra Clothing,Purchase at Myntra Apparel Purchase - Myntra Clothing,Myntra Apparel Purchase,Shopping,Expense,27989.43,INR,Credit Card,Credit Card,Delhi,DL,India,28.768417,77.156638,Shopping,None,Discretionary,No,Yes,Yes,Ganesh Chaturthi festival spend
TXN-106450,CUST-1003,2025-03-13,16:34:57,3,1,2025,11,13,Thursday,No,Fuel,Bharat Petroleum,Purchase at Indian Oil Petrol Pump - Bharat Petroleum,Indian Oil Petrol Pump,Fuel,Expense,2520.73,INR,Debit Card,Savings Account,Mumbai,MH,India,19.064772,72.824777,Transportation,None,Essential,No,No,No,Routine purchase
TXN-106451,CUST-1001,2024-05-01,08:18:41,5,2,2024,18,1,Wednesday,No,Medical,Doctor Consultation,Purchase at Apollo Pharmacy Medicines - Doctor Consultation,Apollo Pharmacy Medicines,Medical,Expense,36.0,INR,Debit Card,Current Account,Pune,MH,India,18.533991,73.888894,Miscellaneous,None,Essential,No,Yes,No,Routine purchase
TXN-106452,CUST-1001,2023-02-21,07:53:52,2,1,2023,8,21,Tuesday,No,Milk,Daily Milk Delivery,Purchase at Amul Milk Parlour - Daily Milk Delivery,Amul Milk Parlour,Milk,Expense,16.46,INR,Cash,Savings Account,Pune,MH,India,18.461388,73.823184,Groceries,None,Essential,No,No,No,Routine purchase
TXN-106453,CUST-1005,2024-08-04,09:33:03,8,3,2024,31,4,Sunday,Yes,Shopping,Ajio Fashion,Purchase at Reliance Digital Electronics - Ajio Fashion,Reliance Digital Electronics,Shopping,Expense,1522.65,INR,Credit Card,Credit Card,Ahmedabad,GJ,India,23.005736,72.591469,Shopping,None,Discretionary,No,No,No,Leisure POS swipe
TXN-106454,CUST-1003,2025-08-18,19:39:10,8,3,2025,34,18,Monday,No,Mobile Recharge,Airtel Prepaid Recharge,Purchase at Airtel Mobile Recharge - Airtel Prepaid Recharge,Airtel Mobile Recharge,Mobile Recharge,Expense,230.1,INR,UPI,Savings Account,Mumbai,MH,India,19.031161,72.841267,Utilities,None,Discretionary,No,No,No,Routine purchase
TXN-106455,CUST-1004,2023-12-01,00:05:00,12,4,2023,48,1,Friday,No,Rent,Apartment Rent,Rent Payment for Apartment - CUST-1004,Local Landlord Deposit,Real Estate,Expense,120000.0,INR,Net Banking,Savings Account,Delhi,DL,India,28.69427,77.091591,Housing,None,Fixed,Yes,Yes,No,Auto-debit monthly house rent
TXN-106456,CUST-1005,2023-04-10,08:12:10,4,2,2023,15,10,Monday,No,Travel,Uber Ride India,Purchase at Uber India Cab - Uber Ride India,Uber India Cab,Travel,Expense,1642.75,INR,Credit Card,Credit Card,Ahmedabad,GJ,India,22.993973,72.580956,Travel,None,Discretionary,No,No,No,Routine purchase
TXN-106457,CUST-1004,2024-01-19,12:24:51,1,1,2024,3,19,Friday,No,Travel,Uber Ride India,Purchase at Ola Cabs Ride - Uber Ride India,Ola Cabs Ride,Travel,Expense,11369.53,INR,Credit Card,Credit Card,Delhi,DL,India,28.764457,77.147234,Travel,None,Discretionary,No,No,No,Routine purchase
TXN-106458,CUST-1001,2024-09-09,22:37:29,9,3,2024,37,9,Monday,No,Fuel,HP Petrol Pump,Purchase at Bharat Petroleum Outlet - HP Petrol Pump,Bharat Petroleum Outlet,Fuel,Expense,217.1,INR,Credit Card,Credit Card,Pune,MH,India,18.547276,73.859444,Transportation,None,Essential,No,No,Yes,Ganesh Chaturthi festival spend
TXN-106459,CUST-1002,2025-05-01,00:05:00,5,2,2025,18,1,Thursday,No,Rent,Apartment Rent,Rent Payment for Apartment - CUST-1002,Local Landlord Deposit,Real Estate,Expense,25000.0,INR,Net Banking,Savings Account,Bangalore,KA,India,12.953707,77.645841,Housing,None,Fixed,Yes,Yes,No,Auto-debit monthly house rent
TXN-106460,CUST-1002,2023-06-01,16:17:10,6,2,2023,22,1,Thursday,No,Milk,Daily Milk Delivery,Purchase at Mother Dairy Cabin - Daily Milk Delivery,Mother Dairy Cabin,Milk,Expense,64.66,INR,UPI,Current Account,Bangalore,KA,India,12.999974,77.595378,Groceries,None,Essential,No,Yes,No,Routine purchase
